ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,AQI_Category
2015-01-21,298.38401812231075,290.6219388434554,463.89981773752595,298.38401812231075,298.38401812231075,80.91208060314752,80.91208060314752,80.91208060314752,1.0398185295880953,1.0398185295880953,1.0398185295880953,79.87226207355943,79.87226207355943,79.87226207355943,0.0,0.0,0.0,379.29609872545825,Very Poor
2015-01-22,298.3846430284263,291.82489998970294,469.70102308068584,298.3846430284263,298.3846430284263,80.75874019452036,80.75874019452036,80.75874019452036,3.8619801319884988,3.8619801319884988,3.8619801319884988,76.89676006253185,76.89676006253185,76.89676006253185,0.0,0.0,0.0,379.1433832229467,Very Poor
2015-01-23,298.38526793454184,288.8800413267683,461.6935951762432,298.38526793454184,298.38526793454184,80.64592006358848,80.64592006358848,80.64592006358848,6.4826679697333365,6.4826679697333365,6.4826679697333365,74.16325209385514,74.16325209385514,74.16325209385514,0.0,0.0,0.0,379.03118799813035,Very Poor
2015-01-24,298.38589284065733,282.07335843057933,461.0349756218836,298.38589284065733,298.38589284065733,73.03940481019306,73.03940481019306,73.03940481019306,1.3567580495053337,1.3567580495053337,1.3567580495053337,71.68264676068772,71.68264676068772,71.68264676068772,0.0,0.0,0.0,371.4252976508504,Very Poor
2015-01-25,298.3865177467729,280.0083944659287,451.36018339250563,298.3865177467729,298.3865177467729,66.12791215823833,66.12791215823833,66.12791215823833,-3.332354994668127,-3.332354994668127,-3.332354994668127,69.46026715290645,69.46026715290645,69.46026715290645,0.0,0.0,0.0,364.5144299050112,Very Poor
2015-01-26,298.38714265288843,267.4076193942281,447.3384247755534,298.38714265288843,298.38714265288843,61.359150920528386,61.359150920528386,61.359150920528386,-6.1366350076994305,-6.1366350076994305,-6.1366350076994305,67.49578592822782,67.49578592822782,67.49578592822782,0.0,0.0,0.0,359.74629357341684,Very Poor
2015-01-27,298.387767559004,273.08578821182596,443.810884935415,298.387767559004,298.387767559004,62.51102647251128,62.51102647251128,62.51102647251128,-3.272234678454454,-3.272234678454454,-3.272234678454454,65.78326115096573,65.78326115096573,65.78326115096573,0.0,0.0,0.0,360.89879403151525,Very Poor
2015-01-28,298.3883924651195,276.3764114028417,449.73783301742094,298.3883924651195,298.3883924651195,65.3510920673986,65.3510920673986,65.3510920673986,1.0398185295794193,1.0398185295794193,1.0398185295794193,64.31127353781919,64.31127353781919,64.31127353781919,0.0,0.0,0.0,363.73948453251813,Very Poor
2015-01-29,298.389017371235,281.22433259204155,457.0407268219307,298.389017371235,298.389017371235,66.92514409307026,66.92514409307026,66.92514409307026,3.8619801319931715,3.8619801319931715,3.8619801319931715,63.06316396107707,63.06316396107707,63.06316396107707,0.0,0.0,0.0,365.31416146430524,Very Poor
2015-01-30,298.38964227735056,282.154290122072,456.9847377317204,298.38964227735056,298.38964227735056,68.50003620670664,68.50003620670664,68.50003620670664,6.482667969732787,6.482667969732787,6.482667969732787,62.01736823697386,62.01736823697386,62.01736823697386,0.0,0.0,0.0,366.8896784840572,Very Poor
2015-01-31,298.3902671834661,276.40490947013615,444.83169457835317,298.3902671834661,298.3902671834661,62.50460245424963,62.50460245424963,62.50460245424963,1.356758049499955,1.356758049499955,1.356758049499955,61.14784440474968,61.14784440474968,61.14784440474968,0.0,0.0,0.0,360.8948696377157,Very Poor
2015-02-01,298.39089208958166,270.65666191602816,441.5120932594429,298.39089208958166,298.39089208958166,57.09223091961435,57.09223091961435,57.09223091961435,-3.3323549946594544,-3.3323549946594544,-3.3323549946594544,60.424585914273806,60.424585914273806,60.424585914273806,0.0,0.0,0.0,355.483123009196,Very Poor
2015-02-02,298.3915169956972,264.2282872871998,442.33479797353675,298.3915169956972,298.3915169956972,53.67757741696459,53.67757741696459,53.67757741696459,-6.1366350076993745,-6.1366350076993745,-6.1366350076993745,59.814212424663964,59.814212424663964,59.814212424663964,0.0,0.0,0.0,352.0690944126618,Very Poor
